sOccupation,cJobTitle
391,Surface Miner
65,Surgeon
385,Surgical Footwear Maker
167,Surgical Maker (Appliance)
65,Surgical Pathologist
167,Surgical Repairer (Appliance)
70,Surgical Technician
237,Survey Assistant (Interviewing)
237,Survey Interviewer
140,Surveying Technician
210,Swimming Instructor
294,Swimming Pool Attendant
445,Swimming Pool Cleaner
35,Swimming Pool Manager
445,Swimming Pool Serviceperson (Cleaning)
445,Swimming Pool Technician (Cleaning)
428,Switch Operator (Railway)
150,Switchboard Operator (Electrical Power Station)
150,Switchboard Operator (Power Station Generator)
233,Switchboard Operator (Telephone)
196,Switchboard Supervisor
152,Synthetic-Fibre Production Plant Operator
219,System Technician (Computer)
109,Systems  Engineer (Computer)
54,Systems  Engineer (Electrical)
115,Systems Administrator (Computers)
108,Systems Analyst (Computers)
52,Systems Analyst (Except Computers)
108,Systems Consultant (Computers)
108,Systems Designer (Computers)
52,Systems Designer (Except Computers)
108,Systems Designer (IT)
24,Systems Development Manager
52,Systems Engineer (Except Computer And Electrical)
115,Systems Support Officer (Systems Administration)
112,Systems Tester
372,Table Hand (Bread)
372,Table Hand (Flour Confectionery)
380,Tailor
381,Tailor's Cutter
462,Take Away Cook
128,Talapoin
137,Talk Show Host
137,Talk Show Hostess
242,Tally Clerk
435,Tamping Machinery Operator (Construction)
3,Tank Crewman
3,Tank Crewwoman
378,Tank Maker (Wooden)
377,Tank Operator (Timber Treating)
433,Tanker Driver
384,Tanner
134,Tap Dancer
341,Tap-Die Maker
357,Tapestry Maker
357,Tapestry Weaver
435,Tar-Spreading Machine Driver
216,Tattoo Artist
216,Tattooist
96,Tax Accountant
240,Tax Clerk
201,Tax Collector
201,Tax Examiner
201,Tax Officer
96,Taxation Adviser
201,Taxation Inspector
430,Taxi Driver
458,Taxi Driver (Bike)
429,Taxi Driver (Motor-Tricycle)
214,Taxidermist
42,Taxonomist
69,Tcm Practitioner
297,Tea Farmer
297,Tea Grower
297,Tea Planter
447,Tea Plucker
375,Tea Taster
286,Teacher's Aide
286,Teacher's Assistant
286,Teacher's Helper
88,Teaching Methods Adviser
88,Teaching Specialist (Aids)
196,Team Leader (Call Centre)
196,Team Leader (Contact Centre)
196,Team Manager (Call Centre)
462,Team Member (Fast Food (Cooking))
176,Technical Assistant (Physiotherapy)
129,Technical Author
129,Technical Communicator
218,Technical Consultant (Software Support)
129,Technical Copywriter
135,Technical Director
135,Technical Director (Television Or Radio)
145,Technical Draughtsperson
145,Technical Illustrator
157,Technical Officer (Field Crop)
157,Technical Officer (Horticulture)
147,Technical Officer (Mining)
157,Technical Officer (Poultry)
218,Technical Representative (Computer Support)
218,Technical Support Agent (Information Technology)
129,Technical Writer
115,Technology Officer (Systems Administration)
369,Telecommunications Cabler
56,Telecommunications Engineer
369,Telecommunications Equipment Repairer
222,Telecommunications Operator (Equipment)
24,Telecommunications Services Manager
369,Telecommunications Technician
224,Telefax Clerk
224,Telegraph Clerk
56,Telegraph Engineer
369,Telegraph Installer
369,Telegraph Mechanic
472,Telegraph Messenger
369,Telegraph Servicer
222,Telegrapher
222,Telegraphic Equipment Operator
280,Telemarketer
280,Telemarketing Marketer
280,Telemarketing Salesperson
425,Telephone Assembler
56,Telephone Engineer
369,Telephone Installer
237,Telephone Market Researcher
369,Telephone Mechanic
233,Telephone Operator
280,Telephone Operator (Canvassing)
237,Telephone Operator (Market Research)
237,Telephone Operator (Surveying)
280,Telephone Operator (Telemarketing)
280,Telephone Representative (Canvassing For Donations)
280,Telephone Salesperson
369,Telephone Servicer
237,Telephone Surveyor
233,Telephonist
224,Teleprinter Clerk
280,Telesales Consultant (Cold Calling)
280,Telesales Consultant (Outbound Calls)
280,Telesales Marketer
224,Teletypist
369,Television Aerial Erector
137,Television Announcer
425,Television Assembler
135,Television Director
56,Television Engineer
369,Television Mechanic
135,Television Producer
369,Television Repairer
369,Television Servicer
224,Telex Clerk
341,Template Maker
209,Tennis Player
378,Tenoner
379,Tenoning Woodworker
133,Tenor
381,Tent Cutter
382,Tent Maker
382,Tent Sewer
381,Tents Patternmaker
321,Terrazzo Worker
112,Test Analyst (Software)
112,Test Coordinator (Software)
161,Test Pilot
343,Textile Carding Machine Grinder
59,Textile Designer
388,Textile Grader
424,Textile Machinery Assembler
347,Textile Machinery Fitter
347,Textile Machinery Mechanic
361,Textile Printer
426,Textile Products Assembler
382,Textile Sewer
407,Textile Weaving Drawer-In
189,Textiles Dealer
357,Textiles Teaser
52,Textiles Technologist
324,Thatcher
476,Theatre Attendant
364,Theatre Electrician
35,Theatre Manager
135,Theatre Producer
476,Theatre Programme Vendor
216,Theatre Technician
194,Theatrical Agent
135,Theatrical Director
216,Theatrical Dresser
380,Theatrical Dressmaker
338,Theatrical Rigger
380,Theatrical Tailor
254,Theme Park Guide
35,Theme Park Manager
128,Theologian
176,Therapist Aide (Physiotherapy)
176,Therapy Aide (Physiotherapy)
176,Therapy Assistant (Physiotherapy)
37,Thermodynamicist
426,Thermos Bottle Assembler
160,Third Mate
65,Thoracic Surgeon
406,Thread And Yarn Baller
357,Thread And Yarn Spinner
434,Thresher Operator
231,Ticket Agent (Airline)
275,Ticket Agent (Entertainment And Sporting Events)
231,Ticket Agent (Travel)
476,Ticket Collector
253,Ticket Inspector (Public Transport)
275,Ticket Issuing Clerk (Entertainment And Sporting Events)
231,Ticket Issuing Clerk (Travel)
150,Tidal Power Plant Operator
138,Tight-Rope Artist
325,Tile Layer
324,Tile Roofer
325,Tile Setter
325,Tiler
434,Timber Carrier Driver
306,Timber Cruiser
306,Timber Cutter (Forestry)
391,Timber Drawer (Mine)
391,Timber Drawer (Quarry)
306,Timber Marker
306,Timber Rider
391,Timber Robber (Mine)
451,Timber Stacker (Forestry)
451,Timber Worker (Forestry)
391,Timbering Worker (Mine)
391,Timbering Worker (Quarry)
391,Timbering Worker (Underground)
46,Time And Motion Study Engineer
146,Time And Motion Study Technician
465,Tinker
336,Tinsmith
156,Tissue Culture Technician
206,Title Searcher
376,Tobacco Blender
376,Tobacco Bulker
376,Tobacco Cake Maker
376,Tobacco Cutter
376,Tobacco Dipper
376,Tobacco Drier
376,Tobacco Dryer
296,Tobacco Farmer
376,Tobacco Flavourer
376,Tobacco Grader
376,Tobacco Leaves Conditioner
376,Tobacco Mixer
296,Tobacco Planter
376,Tobacco Plug Maker
376,Tobacco Stemmer
376,Tobacco Stover
376,Tobacco Stripper
376,Tobacco Worker (Conditioning)
376,Tobacco Worker (Cutting)
376,Tobacco Worker (Drying)
376,Tobacco Worker (Leaf Stemming)
376,Tobacco Worker (Leaf Stripping)
297,Toddy Tapper
275,Toll Collection Clerk
275,Toll Collector
351,Tone Regulator (Musical Instruments)
242,Tool Crib Attendant
343,Tool Grinder
341,Tool Maker
343,Tool Sharpener
341,Toolmaker
393,Toolpusher
340,Toolsmith
61,Topographic Surveyor
145,Topographical Draughtsperson
254,Tour Director
254,Tour Escort
254,Tour Guide
254,Tour Manager
194,Tour Operator
231,Tourism Information Clerk
231,Tourism Information Counsellor
231,Tourism Information Officer
254,Tourist Guide
393,Tourpusher
338,Tower  Rigger
60,Town Planner
42,Toxicologist
382,Toy Maker (Dolls)
358,Toy Maker (Metal)
382,Toy Maker (Soft Toys)
382,Toy Maker (Stuffed Toys)
356,Toy Maker (Wooden)
434,Tractor Driver
345,Tractor Mechanic
189,Trade Broker
8,Trade Union Chairperson
8,Trade Union Director-General
8,Trade Union Leader
8,Trade Union President
8,Trade Union Secretary-General
318,Traditional Materials Builder
318,Traditional Materials Housebuilder
374,Traditional Methods Brewer
169,Traditional Midwife
52,Traffic Engineer
23,Traffic Manager
60,Traffic Planner
137,Traffic Reporter
294,Traffic Warden
433,Trailer-Truck Driver
428,Train Braker
441,Train Cleaner
253,Train Conductor
427,Train Driver
433,Train Driver (Road)
347,Train Engine Fitter
347,Train Engine Repairer
428,Train Guard (Freight)
428,Train Guard (Goods)
253,Train Guard (Passengers)
103,Training Assessor
103,Training Officer
253,Tram Conductor
432,Tram Driver
365,Tram Electrician
456,Transformer Coil Winder (Hand)
425,Transformer Coil Winder (Operating  Machine)
131,Translator
131,Translator-Reviser
54,Transmission Engineer (Electric Power)
221,Transmitting Equipment Operator (Radio)
221,Transmitting Equipment Operator (Television)
244,Transport Clerk
23,Transport Company Manager
23,Transport Manager
138,Trapeze Artist
231,Travel Adviser
231,Travel Agency Clerk
36,Travel Agency Manager
231,Travel Agent
231,Travel Clerk
231,Travel Consultant
231,Travel Counsellor
231,Travel Desk Clerk
254,Travel Guide
187,Travelling Salesperson
310,Trawler Crewman
310,Trawler Crewwoman
19,Trawler Manager
310,Trawler Skipper
101,Treasury Analyst (Government Policy)
153,Treater Operator (Desulphurisation (Petroleum And Natural Gas Refining))
153,Treater Operator (Petroleum And Natural Gas Refining)
155,Treater Operator (Radioactive Waste)
151,Treater Operator (Water)
153,Treating Equipment Operator (Crude Oil)
377,Treating Woodworker
451,Tree Clearer
451,Tree Climber
297,Tree Crop Farmer
297,Tree Crop Grower
434,Tree Faller Operator
306,Tree Feller
306,Tree Feller-Bucker
450,Tree Lopper
44,Tree Management Officer
306,Tree Marker
451,Tree Planter
306,Tree Pruner (Forestry)
450,Tree Pruner (Garden Maintenace)
306,Tree Trimmer (Forestry)
450,Tree Trimmer (Garden Maintenance)
450,Treelopper
435,Trench-Digging Machine Driver
7,Tribal Elder
180,Trichologist
429,Tricycle Driver (Motorized)
458,Tricycle Driver (Non-Motorised)
458,Tricycle Rider
458,Tricyclist
417,Trimmer Operator (Sawmill)
371,Tripe Dresser
253,Trolley-Bus Conductor
432,Trolley-Bus Driver
133,Trombonist
3,Trooper
433,Truck Driver
433,Truck Driver (Dumper)
437,Truck Driver (Forklift)
433,Truck Driver (Heavy)
345,Truck Mechanic
437,Truck Operator (Forklift)
437,Truck Operator (Lifting)
133,Trumpeter
329,Tube Fitter (Aircraft)
453,Tube Well Labourer
319,Tuckpointer
438,Tug Hand
345,Tuk-Tuk Mechanic
345,Tuk-Tuk Repairer
298,Tulip Grower
138,Tumbler
435,Tunnelling Machinery Operator (Construction)
424,Turbine Assembler
347,Turbine Fitter
347,Turbine Mechanic
150,Turbine Operator (Electricity Generation)
150,Turbine Operator (Power Station)
302,Turkey Farmer
259,Turkish Bath Attendant
474,Turnstile Collector
133,Tympanist
360,Typesetter
347,Typewriter Mechanic
224,Typing Clerk
223,Typing Secretary
224,Typing Stenographer
224,Typist
196,Typist Controller
196,Typist Supervisor
360,Typographer
62,Typographical Designer
345,Tyre Fitter
402,Tyre Maker
402,Tyre Repairer
50,Tyre Technologist
164,Ultrasonographer
381,Umbrella Cutter
382,Umbrella Maker
381,Umbrellas Patternmaker
69,Unani Practitioner
69,Unani Therapist
147,Under Manager (Mine)
366,Underground Cable Layer
391,Underground Miner
144,Underground Sampler
147,Underground Supervisor (Mine)
427,Underground Train Driver
265,Undertaker
265,Undertaker's Attendant
386,Underwater Diver
211,Underwater Diving Instructor
386,Underwater Welder
386,Underwater Worker
29,University Academic (Head Of Department Or Faculty)
81,University Academic (Lecturer)
29,University Chancellor
29,University Dean
29,University Faculty Head
81,University Lecturer
81,University Professor
81,University Reader
208,University Rector
81,University Teacher
81,University Tutor
29,University Vice-Chancellor
115,Unix Administrator
383,Upholsterer
445,Upholstery Cleaner
381,Upholstery Cutter
381,Upholstery Patternmaker
382,Upholstery Sewer
396,Uranium Classifier Operator
60,Urban Planner
23,Urban Transit System Manager
65,Urologist
476,Usher
414,Vacuum Oven Operator (Foodstuffs)
399,Vacuum Pan Operator (Chemical And Related Processes (Except Petroleum And Natural Gas))
414,Vacuum Pan Operator (Condensed Milk)
414,Vacuum Pan Operator (Food Essences)
414,Vacuum-Conditioner Operator (Tobacco Processing)
185,Valuer
430,Van Driver
224,Varitypist
332,Varnisher
384,Vat Dyer (Leather)
384,Vat Dyer (Pelt)
374,Vegetable Canner
255,Vegetable Cook
296,Vegetable Farmer
296,Vegetable Farmer (Market Production)
313,Vegetable Farmer (Subsistence Farming)
375,Vegetable Grader
313,Vegetable Grower (Subsistence)
374,Vegetable Juice Maker
374,Vegetable Juice Preserver
447,Vegetable Picker
374,Vegetable Preserver
298,Vegetables Grower (Nursery)
374,Vegetables Pickler
44,Vegetation Management Officer
424,Vehicle Assembler
336,Vehicle Body Builder (Metal)
336,Vehicle Bodybuilder (Metal)
378,Vehicle Bodybuilder (Wooden)
365,Vehicle Electrician
345,Vehicle Engine Tuner
328,Vehicle Glazier
142,Vehicle Inspector
332,Vehicle Painter
336,Vehicle Panel Beater
383,Vehicle Upholsterer
332,Vehicle Varnisher
378,Vehicle-Body Builder (Wooden)
378,Vehicle-Frame Builder (Wooden)
443,Vehicles Cleaner
443,Vehicles Detailer
474,Vending-Machine Collector
378,Veneer Applier
377,Veneer Dryer Tender
152,Ventilation Equipment Operator
329,Ventilation Pipe Fitter
138,Ventriloquist
198,Verbatim Reporter
262,Verger
71,Veterinarian
266,Veterinary Aide
171,Veterinary Assistant
71,Veterinary Epidemiologist
71,Veterinary Intern
171,Veterinary Nurse
71,Veterinary Pathologist
71,Veterinary Surgeon
171,Veterinary Technician
171,Veterinary Vaccinator
128,Vicar
1,Vice-Admiral
221,Video Cameraman
221,Video Camerawoman
135,Video Editor
110,Video Game Developer
283,Video Rental Salesperson
221,Video Technician
7,Village Chief
7,Village Head
170,Village Healer
174,Village Health Worker
297,Vine Grower
297,Vineyard Farmer
297,Viniculture Farmer
297,Viniculturist
351,Violin Maker
91,Violin Teacher (Private Tuition)
133,Violinist
231,Visitor Information Counsellor
213,Visual Merchandiser
88,Visual Specialist (Teaching Aids)
297,Viticulturist
91,Vocal Coach
133,Vocal Group Conductor
82,Vocational Education Instructor
82,Vocational Education Lecturer
82,Vocational Education Teacher
102,Vocational Guidance Counsellor
40,Volcanologist
402,Vulcanizer
205,Wage Inspector
241,Wages Clerk
256,Waiter
256,Waitress
216,Walker-On
325,Wall Tiler
331,Wallcarpeting Painter-Decorator
331,Wallcovering Painter-Decorator
331,Wallpaper Hanger
331,Wallpapering Painter-Decorator
115,WAN Administrator
289,Ward Attendant
238,Ward Clerk
380,Wardrobe Master
380,Wardrobe Mistress
289,Wardsman
289,Wardswoman
242,Warehouse Clerk
23,Warehouse Manager
460,Warehouse Porter
2,Warrant Officer
2,Warrant Officer Soldier
469,Waste Picker
469,Wastepicker
151,Wastewater Operator
350,Watch Adjuster
425,Watch Assembler
350,Watch Maker
350,Watch Repairer
350,Watchmaker
293,Watchman
293,Watchwoman
445,Water Blaster (Cleaning)
475,Water Carrier
